sample_297	CP000616.1/53228-54760	99.758	413	1	0	1	413	796	1208	0.0	741
sample_297	CP000614.1/2561787-2560255	99.758	413	1	0	1	413	796	1208	0.0	741
sample_297	CP013438.1/2043592-2042060	99.516	413	2	0	1	413	796	1208	0.0	737
sample_297	CP013437.1/515133-513601	99.516	413	2	0	1	413	796	1208	0.0	737
sample_297	CP013435.1/548544-550076	99.516	413	2	0	1	413	796	1208	0.0	737
sample_5115	FMKA01000073.1/127-1658	95.405	370	17	0	1	370	522	891	1.39e-167	591
sample_5115	FUXZ01000001.1/86-1205	95.405	370	16	1	1	370	522	890	1.69e-166	588
sample_5115	FQYT01000050.1/1514-265	95.405	370	16	1	1	370	239	607	1.69e-166	588
sample_5115	LN879430.1/700550-702082	95.135	370	18	0	1	370	522	891	1.69e-166	587
sample_5115	LN879430.1/2330316-2328784	95.135	370	18	0	1	370	522	891	1.69e-166	587
sample_5217	CP000029.1/1718864-1717314	99.752	404	1	0	1	404	365	768	0.0	725
sample_5217	CP000029.1/1808184-1806634	99.505	404	2	0	1	404	365	768	0.0	720
sample_5217	CP000029.1/150375-151925	99.505	404	2	0	1	404	365	768	0.0	720
sample_5217	CP000029.1/105735-107285	99.505	404	2	0	1	404	365	768	0.0	720
sample_5217	HE965414.1/228-1778	99.505	404	2	0	1	404	365	768	0.0	720
sample_8665	AP006716.1/2500338-2498788	98.792	414	5	0	1	414	28	441	0.0	725
sample_8665	AP006716.1/879835-881385	98.792	414	5	0	1	414	28	441	0.0	725
sample_8665	AP006716.1/1103123-1104673	98.551	414	6	0	1	414	28	441	0.0	720
sample_8665	AP006716.1/2544026-2542476	98.551	414	6	0	1	414	28	441	0.0	720
sample_8665	AP006716.1/971186-972736	98.551	414	6	0	1	414	28	441	0.0	720
sample_2971	LKDW01000070.1/1486-49	99.765	425	0	1	1	424	461	885	0.0	759
sample_2971	LHPH01000056.1/1590-49	99.529	425	1	1	1	424	565	989	0.0	755
sample_2971	JJNZ01000033.1/4816-3281	99.059	425	3	1	1	424	559	983	0.0	746
sample_2971	CR954246.1/35133-36668	99.059	425	3	1	1	424	559	983	0.0	746
sample_2971	CR954246.1/3194787-3193252	99.059	425	3	1	1	424	559	983	0.0	746
sample_3904	ADBS01000001.1/2684736-2683185	97.051	373	5	5	1	372	348	715	1.82e-172	607
sample_3904	ADBS01000001.1/2533065-2531514	97.051	373	5	5	1	372	348	715	1.82e-172	607
sample_3904	ADBS01000001.1/2412276-2410725	97.051	373	5	5	1	372	348	715	1.82e-172	607
sample_3904	ADBS01000001.1/2802103-2800552	97.051	373	5	5	1	372	348	715	1.82e-172	607
sample_3904	ADBS01000001.1/2679175-2677624	97.051	373	5	5	1	372	348	715	1.82e-172	607
sample_6366	CP000029.1/150375-151925	99.767	429	1	0	1	429	28	456	0.0	770
sample_6366	HE965414.1/228-1778	99.767	429	1	0	1	429	28	456	0.0	770
sample_6366	CP000029.1/155527-157077	99.767	429	1	0	1	429	28	456	0.0	770
sample_6366	CP000029.1/1808184-1806634	99.534	429	2	0	1	429	28	456	0.0	765
sample_6366	CP000029.1/105735-107285	99.534	429	2	0	1	429	28	456	0.0	765
sample_3835	JH594438.1/5716-4200	96.296	378	14	0	1	378	506	883	2.96e-176	619
sample_3835	JRNA01000017.1/17512-15999	93.915	378	21	1	1	378	505	880	3.16e-163	576
sample_3835	KI535272.1/406-1920	93.386	378	25	0	1	378	504	881	4.70e-161	570
sample_3835	GG688422.1/371732-370220	92.348	379	25	2	1	378	506	881	1.53e-154	548
sample_3835	GG688422.1/1081952-1083464	92.348	379	25	2	1	378	506	881	1.53e-154	548
sample_3438	CP006812.1/1293721-1292160	96.920	487	13	2	1	485	785	1271	0.0	804
sample_3438	CP006812.1/462094-463655	96.920	487	13	2	1	485	785	1271	0.0	804
sample_3438	CP006812.1/130694-132255	96.920	487	13	2	1	485	785	1271	0.0	804
sample_3438	FXBJ01000002.1/498684-497127	96.715	487	14	2	1	485	781	1267	0.0	800
sample_3438	NGMT01000001.1/946683-948240	96.701	485	14	2	1	483	783	1267	0.0	796
sample_7709	URS0000BC469A_1280/1-1547	99.754	407	1	0	1	407	5	411	0.0	730
sample_7709	URS0000D56C2C_1280/6-1539	99.509	407	2	0	1	407	1	407	0.0	726
sample_7709	CP000253.1/2244355-2242802	99.509	407	2	0	1	407	9	415	0.0	726
sample_7709	URS0000070030_1280/2-1553	99.509	407	2	0	1	407	9	415	0.0	726
sample_7709	CP000253.1/493100-494651	99.509	407	2	0	1	407	9	415	0.0	726
sample_4693	AP006716.1/2500338-2498788	98.792	414	5	0	1	414	28	441	0.0	725
sample_4693	AP006716.1/879835-881385	98.792	414	5	0	1	414	28	441	0.0	725
sample_4693	AP006716.1/1103123-1104673	98.551	414	6	0	1	414	28	441	0.0	720
sample_4693	AP006716.1/2544026-2542476	98.551	414	6	0	1	414	28	441	0.0	720
sample_4693	AP006716.1/971186-972736	98.551	414	6	0	1	414	28	441	0.0	720
sample_6307	ABKZ01000640.1/5030-3495	99.034	414	4	0	1	414	28	441	0.0	729
sample_6307	AE004091.2/6044744-6043209	99.034	414	4	0	1	414	28	441	0.0	729
sample_6307	AE004091.2/5269260-5267725	99.034	414	4	0	1	414	28	441	0.0	729
sample_6307	AE004091.2/722096-723631	99.034	414	4	0	1	414	28	441	0.0	729
sample_6307	AE004091.2/4793732-4792197	99.034	414	4	0	1	414	28	441	0.0	729
sample_961	CBXI010000035.1/1550-42	100.000	439	0	0	1	439	354	792	0.0	792
sample_961	LWAE01000022.1/4361-2854	98.178	439	8	0	1	439	352	790	0.0	756
sample_961	LWAE01000024.1/5542-4035	98.178	439	8	0	1	439	352	790	0.0	756
sample_961	LWAE01000006.1/11300-12811	98.178	439	8	0	1	439	355	793	0.0	756
sample_961	LWAE01000004.1/1925-416	98.178	439	8	0	1	439	353	791	0.0	756
sample_723	DS027472.1/1139-1	98.276	406	6	1	1	405	28	433	0.0	698
sample_723	LDJK01000058.1/5124-3578	98.276	406	6	1	1	405	28	433	0.0	698
sample_723	LL974006.1/233-1777	98.030	406	5	3	1	405	28	431	0.0	686
sample_723	MUYX01000273.1/2396-852	97.537	406	7	3	1	405	28	431	0.0	677
sample_723	CP017483.1/2547932-2549478	97.044	406	11	1	1	405	28	433	0.0	675
sample_4922	CP010777.1/4818201-4819710	85.285	333	49	0	3	335	30	362	4.09e-104	380
sample_4922	CP010777.1/2694987-2693478	85.285	333	49	0	3	335	30	362	4.09e-104	380
sample_4922	MTSE01000006.1/362798-364311	83.383	337	50	2	3	335	30	364	5.69e-96	352
sample_4922	FZOQ01000060.1/5035-3513	83.285	347	43	6	3	335	30	375	1.99e-95	352
sample_4922	MLAY01000031.1/213-1712	83.881	335	47	4	3	335	30	359	6.93e-95	350
sample_2090	CP003583.1/463157-464716	99.719	356	1	0	1	356	18	373	0.0	638
sample_2090	KE136514.1/425381-426940	99.719	356	1	0	1	356	18	373	0.0	638
sample_2090	KE136514.1/152619-154178	99.719	356	1	0	1	356	18	373	0.0	638
sample_2090	KE136512.1/412887-414446	99.719	356	1	0	1	356	18	373	0.0	638
sample_2090	CP003583.1/2422529-2420970	99.719	356	1	0	1	356	18	373	0.0	638
sample_6526	CP000029.1/150375-151925	99.510	408	2	0	1	408	28	435	0.0	728
sample_6526	HE965414.1/228-1778	99.510	408	2	0	1	408	28	435	0.0	728
sample_6526	CP000029.1/155527-157077	99.510	408	2	0	1	408	28	435	0.0	728
sample_6526	CP000029.1/1808184-1806634	99.265	408	3	0	1	408	28	435	0.0	723
