rfamseq_acc,seq_start,seq_end,label,seq_length,viennarna_Tm,viennarna_hill_coeff,viennarna_amplitude,viennarna_mean_unpaired_prob,viennarna_sd_pair_prob_10C,viennarna_sd_pair_prob_80C,viennarna_MFE,viennarna_max_loop_length,viennarna_gc_content,viennarna_dangles_model,viennarna_fit_status
GCF_000144695.1:NC_014378.1,422079,422208,0,130,70.9345079045734,19.999999999984972,0.5033612343400263,0.4036860232683802,0.7410740225286093,0.7425420672013124,-36.29999923706055,16,0.35384615384615387,2,ok
GCF_000024285.1:NC_013205.1,548300,548395,0,96,87.9363314424263,2.1327141908253058,0.12440832510739125,0.30675779007802856,0.1908117144095074,0.20744249307752594,-34.599998474121094,4,0.6041666666666666,2,ok
GCF_000024285.1:NC_013205.1,423753,423851,0,99,25.87960115355948,2.4180865056945757,0.7110161442677483,0.4097681889417823,0.5407335141672474,0.6535080527933137,-32.400001525878906,5,0.6464646464646465,2,ok
GCF_000024285.1:NC_013205.1,1770837,1770934,0,98,92.41480929325506,2.343312523376559,0.41707745364475396,0.39439639743494553,0.40991982182752124,0.4618266854417129,-31.100000381469727,6,0.5714285714285714,2,ok
GCF_000024285.1:NC_013205.1,2825248,2825341,0,94,47.00422041972659,15.388226502296142,-0.02426431564270959,0.3342576354811016,0.8196701128112004,0.7951910986876256,-41.400001525878906,5,0.6702127659574468,2,ok
GCF_000024285.1:NC_013205.1,1968378,1968475,0,98,57.849621111508874,3.950060579192002,0.9130159917818833,0.38710665158638446,0.27760753566914,0.5585759177428344,-35.0,5,0.6530612244897959,2,ok
GCF_000024285.1:NC_013205.1,643727,643825,0,99,40.21669966321477,18.829528028777368,0.020885061689682516,0.4807626946404219,0.9185125865064303,0.9348991344644969,-34.70000076293945,15,0.6666666666666666,2,ok
GCF_000024285.1:NC_013205.1,2776070,2776160,0,91,93.4834502342535,2.0297898101297744,0.6136751145312388,0.4781362809262876,0.45983032487530495,0.5350389318939905,-23.200000762939453,11,0.5604395604395604,2,ok
GCF_000024285.1:NC_013205.1,1462171,1462274,0,104,71.7257923669864,7.054095039879402,0.5772245166771557,0.3508995921894741,0.3426867227971204,0.41486069890504745,-37.099998474121094,5,0.625,2,ok
GCF_000024285.1:NC_013207.1,65846,65939,0,94,79.39525630806402,7.121185645483258,0.4948469996651562,0.3308136531833787,0.175238364590217,0.20706732063991096,-32.099998474121094,8,0.574468085106383,2,ok
GCF_000024285.1:NC_013205.1,322370,322464,0,95,40.349124113578966,13.659408820805348,-0.007988935403298824,0.39935279346799524,0.031787476993547926,0.025686961758408917,-36.5,6,0.6842105263157895,2,ok
GCF_000024285.1:NC_013205.1,328628,328724,0,97,49.907558092782104,5.784294397444548,0.5501006372145606,0.4083514949512381,0.1732604500996755,0.44075418333621763,-31.600000381469727,10,0.5670103092783505,2,ok
GCF_000024285.1:NC_013205.1,1468938,1469036,0,99,37.620673657691036,4.862826726950032,0.18662662609004765,0.4958752745340359,0.897928341602274,0.969567919099864,-32.0,23,0.6060606060606061,2,ok
GCF_000024285.1:NC_013206.1,48025,48115,0,91,90.59716076517026,3.153890863165167,0.6040681080776362,0.3487528976170552,0.2580825351166014,0.3286159707699999,-34.900001525878906,8,0.5604395604395604,2,ok
GCF_000024285.1:NC_013205.1,631635,631727,0,93,94.99988879648991,6.70251168486838,0.21719156281811414,0.37658952122401856,0.5007787120263733,0.505882425254453,-30.399999618530273,10,0.6021505376344086,2,ok
GCF_000024285.1:NC_013205.1,440110,440211,0,102,46.2912123673753,2.51255524946447,0.3163631462967225,0.42587950422904414,0.509680800286253,0.5868224966643967,-31.0,7,0.5392156862745098,2,ok
GCF_000024285.1:NC_013205.1,1527993,1528086,0,94,27.991661069182165,3.1043600193154295,0.25001169616785474,0.3924525283190253,0.3360536017042749,0.38279013870333867,-31.5,6,0.5851063829787234,2,ok
GCF_000024285.1:NC_013205.1,633939,634036,0,98,52.63988020259678,8.937872337013486,0.22335742248487545,0.4634451853969225,0.6120174081614218,0.7361396697449297,-28.299999237060547,10,0.5918367346938775,2,ok
GCF_000024285.1:NC_013205.1,2825817,2825912,0,96,59.501686009565795,2.2289111494069234,0.46637945142617665,0.4087552635168749,0.5843625688564884,0.6770859335752463,-25.600000381469727,7,0.5833333333333334,2,ok
GCF_000025305.1:NC_013740.1,1813491,1813588,0,98,93.43754822356613,4.759174862723248,0.4950282829476801,0.4455408247954097,0.2633197776275453,0.2943801222914866,-30.299999237060547,9,0.5918367346938775,2,ok
GCF_000024285.1:NC_013205.1,1616212,1616326,0,115,45.46619187397122,6.016536260981431,0.2767162862180369,0.42416166455099896,0.4572589235467731,0.6050276878166433,-38.20000076293945,6,0.6,2,ok
