rfamseq_acc,seq_start,seq_end,label,seq_length,viennarna_Tm,viennarna_hill_coeff,viennarna_amplitude,viennarna_mean_unpaired_prob,viennarna_sd_pair_prob_10C,viennarna_sd_pair_prob_80C,viennarna_MFE,viennarna_max_loop_length,viennarna_gc_content,viennarna_dangles_model,viennarna_fit_status
CP022437.1,68521,68315,0,207,51.981593212000476,19.999999999999996,-0.004212787045477895,0.5058735822298377,0.9652005863994184,0.9631812928700757,-43.79999923706055,12,0.45893719806763283,2,ok
CP071182.1,12426,12240,0,187,58.196781249892396,8.968444154012168,0.3437857708331842,0.3761307351237911,0.41180571553560547,0.535228929705643,-61.900001525878906,7,0.5347593582887701,2,ok
FOIM01000047.1,25434,25640,0,207,94.99990505127776,3.495541154653363,0.04604538066874192,0.42000029775194336,0.3854664831856401,0.38986820913157744,-70.5,15,0.5748792270531401,2,ok
BMEL01000002.1,569386,569545,0,160,62.29993485178882,10.932812691342848,0.5666790117334924,0.42888216840940496,0.0033089516740097136,0.11697946505908569,-55.79999923706055,8,0.55,2,ok
LGDE01000475.1,15188,15050,0,139,30.212389824476016,19.99999999999997,0.4949686393724689,0.3826022823148091,0.9347829614961598,0.9351304561212503,-51.20000076293945,7,0.6834532374100719,2,ok
RCUY01000002.1,56658,56719,0,62,40.73507564025675,19.999999999998213,-0.02558502695458864,0.5789272102864136,0.5835688966179922,0.5639557461252548,-14.600000381469727,14,0.5645161290322581,2,ok
JPVQ01000037.1,25068,24853,0,216,57.361752039723235,5.165160604154199,0.3636429067450837,0.5583282377328213,0.3239503182415081,0.4518522955192751,-34.79999923706055,16,0.4212962962962963,2,ok
NMQW01000013.1,177209,177118,0,92,63.0661540752026,7.422727651364155,0.2043779990850489,0.4355314281958357,0.32058996569681414,0.37107164686447675,-22.899999618530273,8,0.5108695652173914,2,ok
FNFL01000006.1,164527,164322,0,206,75.32701581215741,5.360858774540191,0.4332361688798845,0.4588575229693,0.4121641269504521,0.47051001929865716,-50.20000076293945,12,0.46116504854368934,2,ok
CP031223.1,442854,442704,0,151,47.382975157082626,17.33607149468603,-0.10756758916620496,0.4120758945469553,0.3887823253654341,0.27982015558270235,-31.799999237060547,6,0.4304635761589404,2,ok
JPVN01000011.1,30254,30023,0,232,54.55282902290213,6.337147744267472,0.3836538394508392,0.5001496079592713,0.20252313862612092,0.36919142123364546,-34.20000076293945,17,0.3577586206896552,2,ok
NIOJ01000032.1,22752,22631,0,122,64.42064391727982,19.999999999999787,0.5225597449760812,0.49975270372579855,0.22570290281719688,0.2308250941746342,-25.799999237060547,19,0.5245901639344263,2,ok
JABEPQ010000003.1,126952,126887,0,66,94.16968270334299,5.948777355497649,0.4949551814299745,0.3627083629852909,0.23847437995845405,0.2561600217891725,-27.0,6,0.6818181818181818,2,ok
CP053661.1,3283144,3282966,0,179,42.09945930496812,1.6082769729423707,0.16826158347287135,0.40716258537397215,0.9258318899722967,0.9522861643206786,-55.099998474121094,11,0.553072625698324,2,ok
KI629782.1,750192,749985,0,208,63.4724610321106,5.564983118450095,0.7254389241423336,0.39810920611268524,0.5256841802491385,0.7171918166823661,-66.80000305175781,13,0.5144230769230769,2,ok
BA000039.2,281279,281411,0,133,58.52660483519596,3.0439507390782734,0.3150806554646952,0.3994547126865304,0.6292214629167809,0.7093560799668724,-42.29999923706055,8,0.5488721804511278,2,ok
CP002343.1,3929829,3930034,0,206,69.20449778177348,7.632810301600221,0.5870850628844022,0.35626464871422747,0.0376729998236637,0.12055726117815475,-100.9000015258789,10,0.6747572815533981,2,ok
KE993502.1,259387,259175,0,213,38.95925890106633,7.685532128982085,0.1374200413245723,0.586448877247077,0.7873052006281956,0.8602524090614396,-30.700000762939453,41,0.3615023474178404,2,ok
FOTY01000001.1,264299,264407,0,109,48.70560559227286,19.999999999999957,-0.4301294882074843,0.36274880328618286,0.9942183499535721,0.56157082684831,-33.5,8,0.48623853211009177,2,ok
SMAB01000006.1,53350,53489,0,140,55.80312823151695,6.39621367514899,0.35271730665687856,0.46332676708101184,0.47153123157431454,0.6159570746166392,-34.900001525878906,9,0.45714285714285713,2,ok
CP040812.1,4268122,4268402,0,281,50.96505644381289,9.875341683036222,0.22954240001016943,0.42045293377244064,0.04066281402813743,0.18720700275944166,-78.19999694824219,13,0.43416370106761565,2,ok
QGUB01000004.1,47075,47321,0,247,94.99999709018789,4.93129919850329,0.19290587219963906,0.3790322375142411,0.17130808848189952,0.18222268369171743,-114.19999694824219,9,0.6720647773279352,2,ok
CP015249.1,873726,873844,0,119,53.717460277413515,19.195715763047694,0.029247426714199026,0.32783407910260587,0.1475883891858311,0.16435402002577085,-54.5,5,0.680672268907563,2,ok
MAYV01000015.1,298764,298554,0,211,41.54852407304371,5.250057004839224,0.23417956416864594,0.5604074568553975,0.8326391709261776,0.9405928344952589,-34.70000076293945,23,0.3981042654028436,2,ok
QVQC01000029.1,122240,122296,0,57,76.79398540074595,19.999999999999996,0.12046522919089048,0.48637550940307434,0.41437458771765,0.41445995847959916,-23.299999237060547,9,0.6666666666666666,2,ok
RBLM01000009.1,20397,20493,0,97,40.852797949278425,13.623929987485766,0.016069185504226313,0.41521786527143667,0.9568633878500326,0.969012927328683,-36.0,12,0.6494845360824743,2,ok
FNDK01000012.1,40119,40219,0,101,51.26533952679678,7.647480200228911,0.2364251529497698,0.4320725370112391,0.42361620986320625,0.5548902132233654,-29.100000381469727,6,0.49504950495049505,2,ok
RHIB01000001.1,58417,58614,0,198,58.82610639658897,5.280429646070918,0.37088303115506577,0.39651813432703553,0.4529376795153334,0.5762782271799305,-63.5,6,0.51010101010101,2,ok
CP022437.1,3385740,3385636,0,105,44.94824704775726,6.114345885002934,0.2736211478809739,0.4931954084350235,0.7720217752761779,0.9200835394254179,-18.0,8,0.38095238095238093,2,ok
LIXZ01000022.1,21510,21764,0,255,53.72238525582532,19.999999999998977,0.25238855399258897,0.406295447232729,0.5409934714249232,0.6845732875645827,-63.0,11,0.4470588235294118,2,ok
QYTU02000039.1,17708,17844,0,137,77.7517100830043,3.4626566314973046,0.651041976725345,0.3482715414051679,0.14623979775959617,0.25109081305478365,-43.900001525878906,6,0.46715328467153283,2,ok
LVJZ01000003.1,3795818,3795683,0,136,44.63874744446552,6.0982316613229095,0.48591216975876816,0.47756187726616567,0.6224432799194853,0.8844935060687844,-34.29999923706055,10,0.5588235294117647,2,ok
CP003326.1,2710900,2710797,0,104,39.30032644930492,14.69113941341959,-0.19367923580552235,0.46143039392826724,0.2774662705479941,0.14058822514665736,-16.299999237060547,17,0.28846153846153844,2,ok
CP051461.1,2829018,2828911,0,108,59.031628736959405,6.7646261300615365,0.36263987701702805,0.4438518180510875,0.5924091585464104,0.7163935039213003,-30.299999237060547,7,0.5555555555555556,2,ok
KV791895.1,48058,47971,0,88,51.07986506419382,19.999999999999996,-0.04620502866433851,0.5360425224159918,0.9186753035758717,0.8777878621261148,-16.5,25,0.4431818181818182,2,ok
CP000423.1,1228640,1228841,0,202,51.649167316546674,7.486037096624257,0.03733648595786265,0.36034932400385383,0.6758546847272082,0.6960005781414728,-66.4000015258789,10,0.504950495049505,2,ok
JAGSOJ010000001.1,876028,875929,0,100,37.324924677064665,2.498330651019237,0.5591130615791668,0.5647239922061588,0.6354369811946626,0.7641851948926847,-11.199999809265137,19,0.29,2,ok
WXYP01000001.1,317696,317575,0,122,49.19046795210477,2.2518993907632505,0.6266941157477954,0.5199634759596927,0.7308274287871119,0.8670585649293937,-16.100000381469727,18,0.319672131147541,2,ok
CP010976.1,4112498,4112406,0,93,37.546164745349465,19.999999999990344,0.01000129934282079,0.40081162390494407,0.6287991170932536,0.6322936361297335,-23.0,6,0.46236559139784944,2,ok
CP060298.1,2750717,2750831,0,115,88.80141942895057,4.123813547068196,0.5694832061291721,0.4363156756403746,0.4236023507558267,0.4782146016112357,-50.0,8,0.6521739130434783,2,ok
MQVR01000008.1,22948,23097,0,150,45.747248384775425,13.598416681699616,-0.043079366127495355,0.38189562780419595,0.46616181301553106,0.42423656605398025,-55.099998474121094,6,0.5866666666666667,2,ok
BASE01000010.1,7220,7389,0,170,93.56234871780272,1.357229720251127,0.4161436931115244,0.4144503939316673,0.4955764272028574,0.5398866751777891,-51.29999923706055,11,0.4470588235294118,2,ok
JBOK01000001.1,271197,270982,0,216,69.9080252211555,6.143932325960168,0.5130638431427373,0.33828497392502366,0.4827151781812719,0.5682564428686181,-94.0999984741211,6,0.6342592592592593,2,ok
JABFWE010001006.1,1558,1401,0,158,35.42148091485335,8.55434985346232,0.11583472816792684,0.350373402642205,0.5096976367743269,0.5542853752349255,-78.69999694824219,7,0.7215189873417721,2,ok
CP013213.1,1215230,1215326,0,97,46.843046552977164,3.472881355766661,0.28616207246305925,0.4567205135625464,0.7725910166627075,0.8669950542040799,-19.5,14,0.29896907216494845,2,ok
CP028922.1,3651064,3650791,0,274,94.99986486629479,3.765064315174219,0.2759161640454546,0.4522418801086734,0.15125758650357563,0.1750501846018231,-81.0,20,0.5218978102189781,2,ok
QFCQ01000165.1,2737,2577,0,161,53.65166993939008,6.835796067886323,0.13350830115214374,0.4042373686227526,0.7080470862657993,0.7707142328753543,-63.29999923706055,8,0.639751552795031,2,ok
HF988106.1,43932,43719,0,214,50.59496674610873,19.999999999999996,-0.023329395354379667,0.4266873781271709,0.4796065516613597,0.46113994177345613,-74.30000305175781,8,0.5747663551401869,2,ok
CP002432.1,1012091,1012194,0,104,59.98229983645797,4.442725399409094,0.19438301587771423,0.415903331328048,0.37350460676282626,0.4318635200240717,-29.5,8,0.4807692307692308,2,ok
BJXW01000009.1,32592,32720,0,129,50.57849287912315,10.915087912841091,0.07674218076637229,0.40662546783911424,0.5707403005780165,0.6229390377199018,-37.0,12,0.3488372093023256,2,ok
NOWF01000004.1,300638,300790,0,153,86.29313879042581,4.514084068110909,0.5663242079743922,0.4301155455976707,0.39144519926856575,0.4465922394694946,-53.70000076293945,13,0.5490196078431373,2,ok
CP023254.1,4294169,4294359,0,191,57.26631632185218,9.850817811196986,0.2605256177551085,0.4211914564127391,0.3782192736770981,0.479359939337892,-47.400001525878906,11,0.43455497382198954,2,ok
RJVG01000006.1,10585,10350,0,236,6.5185066324083465,0.3626282721777083,0.7673171314708599,0.4895917017367652,0.3174359144786424,0.34369911699773537,-38.5,18,0.3516949152542373,2,ok
GL830877.1,7905,7654,0,252,29.097958809189507,19.99999999504247,-0.43429866014116103,0.5211059975732765,0.7411437976017055,0.7400058172600987,-54.099998474121094,15,0.5119047619047619,2,ok
PUFO01000080.1,18666,18754,0,89,75.64408096837158,5.886438864257132,0.5768781906668555,0.5138875924780276,0.2790886710355882,0.347831365259067,-17.399999618530273,10,0.4606741573033708,2,ok
AMRG01000005.1,131914,132014,0,101,39.19129242158079,9.842699108090363,0.020322412972539783,0.4590578874100355,0.955742192588143,0.9678901837714259,-28.600000381469727,11,0.48514851485148514,2,ok
CP043046.1,6077249,6077476,0,228,94.99999466768196,5.7227241228518135,0.19464588381228923,0.35754915806685095,0.0026179937781175833,0.00994533179584059,-102.30000305175781,9,0.6535087719298246,2,ok
VTWH01000002.1,294662,294512,0,151,58.51231154152342,19.999999999982332,0.224693337516809,0.4312086699551398,0.24881968254370115,0.2834837467454775,-39.099998474121094,21,0.5165562913907285,2,ok
VKDC01000001.1,307732,307956,0,225,56.56974666264136,10.40727754563109,0.1749002502394511,0.36597803407912927,0.7102524648832695,0.7827551244710538,-75.69999694824219,8,0.4577777777777778,2,ok
WOCA01000014.1,64720,64505,0,216,39.59430918896398,7.458833688667888,0.24298578655295489,0.4726714854430172,0.725893560390299,0.8577763696019657,-43.400001525878906,37,0.41203703703703703,2,ok
QQWI01000006.1,232969,232870,0,100,19.033554489114472,4.005601854505064,0.5182136272905213,0.5158543087918271,0.9353020810796732,0.9621020629304018,-22.600000381469727,18,0.37,2,ok
KE136354.1,86417,86548,0,132,42.237979957037844,15.161228489230645,0.027262929235051858,0.36395211949440626,0.4033456207429017,0.42595049242121974,-35.400001525878906,7,0.3939393939393939,2,ok
JACXAH010000002.1,444254,444443,0,190,44.49318952626973,14.586084798267974,-0.030658968905026618,0.4172161405575072,0.5924472367819882,0.5631151914007269,-64.19999694824219,8,0.4631578947368421,2,ok
JABEND010000002.1,212542,212645,0,104,49.77301397582045,19.999999988923403,-0.013625715098586233,0.3754734142761539,0.7066815757356639,0.6930034527864206,-43.0,7,0.6634615384615384,2,ok
AP013294.1,1265284,1265468,0,185,56.9471030860318,6.256890646143476,0.2358235953370077,0.44057874015540416,0.48553579101975175,0.5757754586040494,-47.400001525878906,11,0.4972972972972973,2,ok
AP023415.1,1269940,1269701,0,240,46.57153820159971,11.368659554696835,0.25538846093817913,0.38888019085114867,0.36833412926849723,0.5729652012189596,-88.4000015258789,9,0.625,2,ok
FOEC01000008.1,103083,102947,0,137,63.307082000999166,7.663278373821733,0.6701709504247969,0.4156636359870956,0.4337036604059925,0.5934721264813674,-58.400001525878906,7,0.583941605839416,2,ok
PVZC01000004.1,12119,12276,0,158,55.018202892148395,3.134188105199263,0.11616047128353907,0.38681029494572977,0.2453207725390835,0.2773725490792759,-78.19999694824219,10,0.7215189873417721,2,ok
CP058557.1,2426999,2427206,0,208,77.05647638658455,7.578352524605811,0.5391593838780744,0.4112740488404161,0.5122129275516232,0.5496792898725209,-50.599998474121094,15,0.40384615384615385,2,ok
GL987999.1,104176,104353,0,178,37.82165266220423,19.99999999999981,0.05749219878637579,0.48688428947960766,0.6033494845349836,0.6360435368026679,-33.099998474121094,14,0.3707865168539326,2,ok
FQVU01000004.1,391132,391006,0,127,34.905912151088195,4.088480188811503,0.08563027378782037,0.37503409314784564,0.2844449085750392,0.31064103248058156,-54.400001525878906,8,0.6929133858267716,2,ok
FNIG01000013.1,41654,41505,0,150,76.9995619027831,7.745688575245768,0.5374137159648289,0.42756214986475166,0.20813790196970103,0.24426523645062476,-48.79999923706055,7,0.54,2,ok
LDZY01000006.1,150173,150022,0,152,91.24260326583412,5.3787984635877955,0.5329325608995936,0.45676132209347825,0.010122887645321904,0.03901441470260178,-30.700000762939453,9,0.4473684210526316,2,ok
