rfamseq_acc,seq_start,seq_end,label,seq_length,nupack_Tm,nupack_hill_coeff,nupack_amplitude,nupack_mean_exposure,nupack_MFE,nupack_max_stem_length,nupack_max_loop_length,nupack_gc_content,nupack_sd_pair_prob_10C,nupack_sd_pair_prob_80C,nupack_fit_status
GCF_000144695.1:NC_014378.1,422079,422208,0,130,86.94006128462271,4.211769115181734,0.5735616971994292,0.5755426173633046,-26.03609848022461,15,19,0.35384615384615387,0.5474447434203136,0.6065226097694197,ok
GCF_000024285.1:NC_013205.1,548300,548395,0,96,78.00661975972561,3.6574529727418663,0.6400458680222397,0.3637203552645078,-21.700794219970703,36,4,0.6041666666666666,0.31354812997966847,0.4147930513123484,ok
GCF_000024285.1:NC_013205.1,423753,423851,0,99,90.06685103283962,3.0133042474693497,0.6141644205436152,0.5157365224336935,-22.252792358398438,27,5,0.6464646464646465,0.47754030717167145,0.5531318063909989,ok
GCF_000024285.1:NC_013205.1,1770837,1770934,0,98,83.34021640356833,2.303139993482313,0.6927038370439444,0.5115145918144814,-20.695026397705078,29,5,0.5714285714285714,0.4585979792573955,0.5590872878548067,ok
GCF_000024285.1:NC_013205.1,2825248,2825341,0,94,94.99988599263331,3.8261886793866235,0.5333656175471897,0.4009531289425731,-31.200485229492188,23,6,0.6702127659574468,0.3793933647644395,0.4242104602699631,ok
GCF_000024285.1:NC_013205.1,1968378,1968475,0,98,82.3933406446043,4.461513545940742,0.5824234825770933,0.4405390094430686,-26.528873443603516,18,16,0.6530612244897959,0.40884537803258103,0.47605268569071707,ok
GCF_000024285.1:NC_013205.1,643727,643825,0,99,94.91242296820106,2.8708464844177106,0.5100565252440987,0.5450622459109015,-26.297760009765625,16,15,0.6666666666666666,0.5164691976837136,0.5727628921766369,ok
GCF_000024285.1:NC_013205.1,2776070,2776160,0,91,54.669338728315175,3.44784580138284,0.21103610470637035,0.6097504701132767,-13.970906257629395,13,13,0.5604395604395604,0.5758758019520146,0.6387761278777079,ok
GCF_000024285.1:NC_013205.1,1462171,1462274,0,104,59.31443706741738,9.93498250607481,0.47482280697506973,0.426758614083481,-25.642356872558594,13,12,0.625,0.36766556801364586,0.5160250158245099,ok
GCF_000024285.1:NC_013207.1,65846,65939,0,94,76.68315282523639,3.697013775432516,0.6472742647696305,0.42566009671942284,-21.69475555419922,15,10,0.574468085106383,0.37247045254161126,0.47956110168025956,ok
GCF_000024285.1:NC_013205.1,322370,322464,0,95,39.44160086826162,19.999999999999986,0.004309887376049759,0.4543973276059455,-24.5233097076416,29,6,0.6842105263157895,0.45188704176407557,0.45570872445870303,ok
GCF_000024285.1:NC_013205.1,328628,328724,0,97,70.79914952162585,5.7389586246237245,0.6172899145615265,0.4764491570881009,-22.802879333496094,15,10,0.5670103092783505,0.4297033218788137,0.5328412322954655,ok
GCF_000024285.1:NC_013205.1,1468938,1469036,0,99,89.95282355118448,1.5826581840794784,0.27269100543695685,0.5429825831912152,-22.429542541503906,24,23,0.6060606060606061,0.5255233116922616,0.5577558127797382,ok
GCF_000024285.1:NC_013206.1,48025,48115,0,91,59.940544234955844,7.541950500455414,0.2522431247123108,0.43404508590325547,-25.183246612548828,28,12,0.5604395604395604,0.3988357850883627,0.4789759458733888,ok
GCF_000024285.1:NC_013205.1,631635,631727,0,93,94.99868864783619,2.204763443696148,0.39403700049341733,0.45947383689243954,-22.220430374145508,13,10,0.6021505376344086,0.4344814203091658,0.48216287640057015,ok
GCF_000024285.1:NC_013205.1,440110,440211,0,102,94.99999999961616,2.6136474744975757,0.4881036614053086,0.49349992895133415,-19.051549911499023,26,11,0.5392156862745098,0.46445073438517454,0.5209632023033968,ok
